20:34:22.750 [main] INFO       o.s.b.t.c.SpringBootTestContextBootstrapper -------- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.hemantPandey.journalApp.JournalAppApplicationTests], using SpringBootContextLoader
20:34:24.726 [cluster-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-srv-cluster0.vn7y1jw.mongodb.net] INFO       org.mongodb.driver.cluster -------- Adding discovered server ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017 to client view of cluster
20:34:24.756 [cluster-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-srv-cluster0.vn7y1jw.mongodb.net] INFO       org.mongodb.driver.cluster -------- Adding discovered server ac-6y1uld4-shard-00-01.vn7y1jw.mongodb.net:27017 to client view of cluster
20:34:24.758 [cluster-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-srv-cluster0.vn7y1jw.mongodb.net] INFO       org.mongodb.driver.cluster -------- Adding discovered server ac-6y1uld4-shard-00-00.vn7y1jw.mongodb.net:27017 to client view of cluster
20:34:24.939 [main] INFO       org.mongodb.driver.cluster -------- No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@45037e16 from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=ac-6y1uld4-shard-00-01.vn7y1jw.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-6y1uld4-shard-00-00.vn7y1jw.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out
20:34:25.273 [cluster-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017] INFO       org.mongodb.driver.connection -------- Opened connection [connectionId{localValue:4, serverValue:34828}] to ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017
20:34:25.273 [cluster-rtt-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-ac-6y1uld4-shard-00-01.vn7y1jw.mongodb.net:27017] INFO       org.mongodb.driver.connection -------- Opened connection [connectionId{localValue:6, serverValue:31515}] to ac-6y1uld4-shard-00-01.vn7y1jw.mongodb.net:27017
20:34:25.273 [cluster-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-ac-6y1uld4-shard-00-00.vn7y1jw.mongodb.net:27017] INFO       org.mongodb.driver.connection -------- Opened connection [connectionId{localValue:5, serverValue:33003}] to ac-6y1uld4-shard-00-00.vn7y1jw.mongodb.net:27017
20:34:25.273 [cluster-rtt-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017] INFO       org.mongodb.driver.connection -------- Opened connection [connectionId{localValue:1, serverValue:34786}] to ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017
20:34:25.273 [cluster-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-ac-6y1uld4-shard-00-01.vn7y1jw.mongodb.net:27017] INFO       org.mongodb.driver.connection -------- Opened connection [connectionId{localValue:3, serverValue:31515}] to ac-6y1uld4-shard-00-01.vn7y1jw.mongodb.net:27017
20:34:25.273 [cluster-rtt-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-ac-6y1uld4-shard-00-00.vn7y1jw.mongodb.net:27017] INFO       org.mongodb.driver.connection -------- Opened connection [connectionId{localValue:2, serverValue:33005}] to ac-6y1uld4-shard-00-00.vn7y1jw.mongodb.net:27017
20:34:25.274 [cluster-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017] INFO       org.mongodb.driver.cluster -------- Monitor thread successfully connected to server with description ServerDescription{address=ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=249451100, setName='atlas-3mdhmm-shard-0', canonicalAddress=ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017, hosts=[ac-6y1uld4-shard-00-01.vn7y1jw.mongodb.net:27017, ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017, ac-6y1uld4-shard-00-00.vn7y1jw.mongodb.net:27017], passives=[], arbiters=[], primary='ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000d7, setVersion=11, topologyVersion=TopologyVersion{processId=65d35ffd37f8a9750f695cfb, counter=6}, lastWriteDate=Tue Feb 20 20:33:43 IST 2024, lastUpdateTimeNanos=89470138315500}
20:34:25.274 [cluster-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-ac-6y1uld4-shard-00-01.vn7y1jw.mongodb.net:27017] INFO       org.mongodb.driver.cluster -------- Monitor thread successfully connected to server with description ServerDescription{address=ac-6y1uld4-shard-00-01.vn7y1jw.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=249457600, setName='atlas-3mdhmm-shard-0', canonicalAddress=ac-6y1uld4-shard-00-01.vn7y1jw.mongodb.net:27017, hosts=[ac-6y1uld4-shard-00-01.vn7y1jw.mongodb.net:27017, ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017, ac-6y1uld4-shard-00-00.vn7y1jw.mongodb.net:27017], passives=[], arbiters=[], primary='ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=11, topologyVersion=TopologyVersion{processId=65d36140a826e5dce8634c70, counter=3}, lastWriteDate=Tue Feb 20 20:33:43 IST 2024, lastUpdateTimeNanos=89470138318000}
20:34:25.274 [cluster-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-ac-6y1uld4-shard-00-00.vn7y1jw.mongodb.net:27017] INFO       org.mongodb.driver.cluster -------- Monitor thread successfully connected to server with description ServerDescription{address=ac-6y1uld4-shard-00-00.vn7y1jw.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=249451000, setName='atlas-3mdhmm-shard-0', canonicalAddress=ac-6y1uld4-shard-00-00.vn7y1jw.mongodb.net:27017, hosts=[ac-6y1uld4-shard-00-01.vn7y1jw.mongodb.net:27017, ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017, ac-6y1uld4-shard-00-00.vn7y1jw.mongodb.net:27017], passives=[], arbiters=[], primary='ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=11, topologyVersion=TopologyVersion{processId=65d35e9afc7d5eda050eedb6, counter=4}, lastWriteDate=Tue Feb 20 20:33:43 IST 2024, lastUpdateTimeNanos=89470138315500}
20:34:25.280 [cluster-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017] INFO       org.mongodb.driver.cluster -------- Setting max election id to 7fffffff00000000000000d7 from replica set primary ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017
20:34:25.280 [cluster-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017] INFO       org.mongodb.driver.cluster -------- Setting max set version to 11 from replica set primary ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017
20:34:25.280 [cluster-ClusterId{value='65d4bf78c81dd17ff46fa4ca', description='null'}-ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017] INFO       org.mongodb.driver.cluster -------- Discovered replica set primary ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017
20:34:25.372 [main] INFO       org.mongodb.driver.connection -------- Opened connection [connectionId{localValue:7, serverValue:34828}] to ac-6y1uld4-shard-00-02.vn7y1jw.mongodb.net:27017
20:34:25.796 [main] INFO       o.s.s.web.DefaultSecurityFilterChain -------- Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4c6bba7d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@41e8d917, org.springframework.security.web.context.SecurityContextPersistenceFilter@bb6f3f7, org.springframework.security.web.header.HeaderWriterFilter@446c8c72, org.springframework.security.web.authentication.logout.LogoutFilter@6ba6557e, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@8432469, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@aca2fc3, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2fee69a1, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2ae5bd34, org.springframework.security.web.session.SessionManagementFilter@25d911a, org.springframework.security.web.access.ExceptionTranslationFilter@7af0d91b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2aa6bbad]
20:34:26.595 [main] INFO       c.h.j.JournalAppApplicationTests -------- Started JournalAppApplicationTests in 3.626 seconds (JVM running for 4.656)
20:34:26.638 [main] INFO       o.s.b.t.c.SpringBootTestContextBootstrapper -------- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.hemantPandey.journalApp.service.UserDetailsServiceImplTests], using SpringBootContextLoader
20:34:26.639 [main] INFO       o.s.t.c.s.AbstractContextLoader -------- Could not detect default resource locations for test class [com.hemantPandey.journalApp.service.UserDetailsServiceImplTests]: no resource found for suffixes {-context.xml, Context.groovy}.
20:34:26.639 [main] INFO       o.s.t.c.s.AnnotationConfigContextLoaderUtils -------- Could not detect default configuration classes for test class [com.hemantPandey.journalApp.service.UserDetailsServiceImplTests]: UserDetailsServiceImplTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
20:34:26.655 [main] INFO       o.s.b.t.c.SpringBootTestContextBootstrapper -------- Found @SpringBootConfiguration com.hemantPandey.journalApp.JournalApplication for test class com.hemantPandey.journalApp.service.UserDetailsServiceImplTests
20:34:26.659 [main] INFO       o.s.b.t.c.SpringBootTestContextBootstrapper -------- Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
20:34:26.660 [main] INFO       o.s.b.t.c.SpringBootTestContextBootstrapper -------- Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@33e8e146, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1f4d38f9, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@18463720, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@64eeddd8, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@10f8e2d2, org.springframework.test.context.support.DirtiesContextTestExecutionListener@66048ac4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4f525e13, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@5d404a3c, org.springframework.test.context.event.EventPublishingTestExecutionListener@af9dd34, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@48692405, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@151659dd, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4a58e0e9, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@e8c84eb, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@f44d033, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@283bb8b7]
